text,label
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"I am filing this complaint to report extraordinary and systemic negligence in the handling of a fraud claim, including repeated material misrepresentations by multiple bank employees, failure to execute or document a promised hardship escalation, and prolonged procedural obstruction. The bank repeatedly represented that critical actions had been taken when no such actions existed in its systems, causing me to rely on false information while my account remained depleted. This conduct reflects a breakdown of fundamental compliance, recordkeeping, and consumer protection obligations, not a good-faith dispute resolution process. 

Unauthorized transactions occurred on Thursday, XX/XX/XXXX, totaling {$1200.00}. I immediately reported the fraud. XXXX duplicate transaction within this amount was improperly classified as authorized, despite never being approved by me. 

On Friday, XX/XX/XXXX, XXXX separate bank representatives independently confirmed that my case had been successfully escalated for hardship review due to urgent financial circumstances, including rent and essential bills due. I was advised that this escalation could result in provisional credit within XXXX business hours, meaning no later than Monday, XX/XX/XXXX. 

On Tuesday, XX/XX/XXXX, I spent over XXXX continuous hours on the phone attempting to confirm the status of this escalation. During that call, I was informed by a representative that no hardship escalation existed on my account, despite the confirmations provided on XX/XX/XXXX. That same representative then stated that the escalation had now been done correctly and advised that I would receive an email confirmation, which never occurred. 

I was then transferred to a supervisor, who confirmed that no hardship escalation, notes, comments, or internal documentation of any kind existed on my account, directly contradicting both the XX/XX/XXXX representations and the statements made earlier on XX/XX/XXXX. 

That supervisor stated I would be connected to another supervisor for further review. Instead, I was transferred to a representative who again confirmed that nothing had been documented or escalated. During this interaction, I was told that the matter had now been pushed for action and that provisional credit was guaranteed to be applied by Wednesday, XX/XX/XXXX. 

Notably, the prolonged call on XX/XX/XXXX was initiated by the banks own resolution department, which contacted me stating they were calling to fix the issue. I remained on the line at their request while being repeatedly transferred between departments. During this time, I was actively at work and was forced to repeatedly interrupt my job to listen to extended holds and transfers, based on the banks representations that resolution was in progress. The phone call was XXXX hours and I only spoke/was spoken to for a total of XXXX minutes. Despite initiating the call and representing that corrective action would be taken, the bank failed to resolve, document, or meaningfully advance the matter. 

Throughout these interactions, I was repeatedly told I was in the wrong department, transferred without explanation, placed on extended holds, transferred again without resolution, and required to restate the same facts numerous times. Despite repeated assurances that action had been taken, no documentation was ever present at any point when independently verified by supervisors. 

As of Wednesday morning, XX/XX/XXXX, no provisional credit in the amount of {$1200.00} has been applied and no written or email confirmation has been received, despite explicit guarantees that credit would be issued. 

At no point was accurate or corrective documentation added to my account, despite repeated representations that escalation and corrective action had occurred. This reflects not an investigative delay, but a fundamental failure of internal controls, escalation procedures, recordkeeping, and truthful communication. 

As a direct, foreseeable, and avoidable result of the banks repeated misrepresentations, failure to document or act, and refusal or inability to take corrective action, I missed my rent payment and am now facing late fees, financial penalties, and ongoing hardship. It has now been nearly a full week since the fraud occurred, despite multiple assurances that this matter would be resolved by Monday, XX/XX/XXXX, at the latest. Instead, no funds have been restored, and I am continuing to accrue significant fees and additional financial damage directly caused by the banks inaction. The banks conduct constitutes gross negligence and procedural misconduct, not a good-faith or compliant dispute resolution process.",Checking or savings account
"I financed an online educational program through Climb Credit for XXXX XXXX. Devslopes has now permanently ceased operations and is no longer providing the services I paid for.

I attempted to contact Devslopes to request a refund or cancellation, but they have been completely unresponsive.

Climb Credit has informed me that they ca
n not process a refund unless Devslopes submits the request. However, because Devslopes is no longer operating and not responding, this is not possible. 

As a result, I am being required to continue making payments on a loan for services that are no longer available, with no clear path to resolution.",Student loan
An Exec from US Bank is new on the Board of XXXX XXXX XXXX XXXX and now I can not access my child 's educational scholarship funds without utilizing a US Bank issued and controlled card.,Prepaid card
"On XX/XX/year>, I sent a XXXX payment of {$1700.00} through Wells Fargo. The payment was mistakenly sent to the wrong recipient due to selecting an incorrect contact with the same name as my intended recipient ( my daughter ). 

Immediately after realizing the error, I attempted to contact the recipient multiple times via phone and text message requesting the return of the funds. The recipient has not responded and has not returned the money. 

I promptly reported the issue to Wells Fargo and opened claim # XXXX. Wells Fargo denied my claim stating that the transaction was authorized, even though this was a clear case of a misdirected payment to an unintended recipient. 

After further escalation, Wells Fargo confirmed that a recall request had been sent to the receiving bank ( XXXX ). However, I have not received any written confirmation or documentation of this recall request, nor has there been any resolution. 

I have made multiple good-faith efforts to resolve this issue both directly with the recipient and through Wells Fargo , but no recovery has been made. 

I am requesting that Wells Fargo : -Reopen and properly investigate this claim -Provide documentation of the recall request sent to the receiving bank -Assist in recovering the funds sent in error The recipients continued failure to return the funds despite multiple contact attempts raises concerns of unjust enrichment.","Money transfer, virtual currency, or money service"
"On XX/XX/XXXX ( or XXXX ) I purchased a Vanilla Gift Card with {$250.00} on it for my daughters XXXX. I made the purchase at XXXX or maybe XXXX. 
On XXXX my daughters opened the card to see that there were NO card numbers on it, so it can not be used. I see the first XXXX digits and nothing else. I have the card with me and the outer sleeve it came in. I do not have the receipt but might be able to get it via my credit card company not sure. 
I tried called Vanilla GIft Cards .. no one answers my phone calls. I have been trying for several weeks now. 
PLEASE HELP. 

I need my money",Prepaid card
"Sales Conduct at XXXX XXXX of XXXX located at XXXX XXXX XXXX XXXX, XXXXXXXX XXXX XXXXXXXX on XXXX XXXX I visited the dealership over the weekend to purchase a vehicle that I had seen advertised online. After completing a test drive with the salesperson, we sat down to review pricing. The sticker price was roughly {$35000.00}. However, after fees, taxes, and additional charges the out-the-door price was around {$44000.00}. 

I told the salesperson that we were far far apart in numbers and I was ready to leave. Then he asked whats your comfortable number? 
I said my comfortable OTD number is {$30000.00}. I also informed him that I have seen similar vehicles advertised online near that price point and I have proof. 
The salesperson wrote "" {$30000.00} OTD '' on the same offersheet with HUGE NUMBERS and took it to his manager. He later returned with the offer paper signed with the word ( today ) on top of the signature, and said the manager agreed to the $ XXXX. BUT only if I signed that same day. So I agreed and signed, along with a credit authorization form. And I emphasized that I want the application to be submitted to XXXX  XXXX along with Nissan finances. 
Since I have other loans with XXXX. And the salesperson assured me it will be submitted to XXXX. 

Despite my excellent credit history, after the hard inquiry was run on my credit, the salesperson returned with his head down and said sir Im so sorry but my manager is not gon na honor his word and the price is now {$38000.00}. I couldnt believe my ears.

So I went to the manager I requested a clear explanation for the change, he failed to provide one. Instead, he responded and said What do you think, Im going to let you steal the car from me? 
So I asked why my credit had been run if the agreed price was not going to be honored. He shrugged his shoulders and said I was confused, in a very sarcastic way. thats when I knew this was a trap. Running a hard credit inquiry creates an obligation to the purchase. 
Then signs of hostility started showing on his face, I felt unsafe so I began recording the interaction and asked him to repeat his statement that he was confused He immediately became friendliER once he saw the camera at that point he threatened to call 911.

The situation further escalated when he threatened to contact my employer and have me fired, claiming he knew my boss because I was wearing my work uniform. At that point, I ended the recording and my visit. 

The next Monday I made a phone call to space Coast only to findout an application under my SSN was never submitted so now I cant buy a car even if I want to unless I do a second hard inquiry pull on my credit further damaging it or buy a car though that dealership. 

Made a second phone call to the main HR department of the dealer which is XXXX XXXX of homestead, left a voicemail and 2 emails and got absolutely zero respond.

Attached is a video of the interaction involving the misleading and the threats. 

XXXX XXXX XXXX XXXX",Vehicle loan or lease
"In XXXX, a man named "" XXXX XXXX '' and a woman named "" XXXX XXXX '' from the company "" XXXX XXXX XXXX '' ( license # :XXXX  XXXX  ) contacted us as solar panel vendors and construction contractors. We were told that we are eligible to get environment-saving rebates, from the government, if we sign a solar contract and install solar panels on our roof. XXXX XXXX also offered other environment-saving rebates from the XXXX XXXX XXXX. She suggested that she could help us build a guest room on top of the garage area at a very reasonable price. As a part of the agreement, she asked us to pay {$50000.00} in cash as a down payment to get the job started. 
Considering our XXXX  son has a XXXX XXXX, we accept their offer and their reasonable price to build a guest house for him on top of our garage. After a year of back and forth with the company representatives, no solar panels were installed and no guest room was built on the top of the garage. Eventually, they stopped answering our phone calls and closed their office. 
In addition, We discovered that they used our names and contact information to borrow {$140000.00} from a bank called "" Pace Funding '' and about {$10000.00} from another bank called "" XXXX XXXX '' but with fake signatures and telephonic voices. Now Pace Funding has placed a lien on our property and we have been charged loan payments through our annual "" city property tax ''. 
Despite having a police report and FBI agents in our house to verify that nothing had been done as the invoice stated, we contacted "" Pace-funding '' and "" XXXX XXXX ''. The invoice was waived after several weeks of investigation by "" XXXX XXXX '' but Unfortunately, "" Pace funding '' didn't pay any attention to us and told us that we were also victims and could not do much for us and only emailed us a copy of a fake job report which had never been done on our property ( see attached documents ). After hiring an attorney, a few days later, the police informed us that they had a court order to arrest the bad guys. Since I am a XXXX XXXX XXXX man which is always an easy target for criminals, have tried to sell our property when interest rates were much lower, so that I could purchase a house that would be more convenient for me and our son. However, due to the property lien, we have been unable to proceed. Since XXXX, courts have been closed because of COVID-19. The fake invoice from "" Pace-funding '' must still be paid and the court date is still pending. However, the plaintiff 's attorney has repeatedly postponed the date, so our home will be foreclosed and our credit will be damaged if we do not pay "" Pace Funding '' the unfair amount via our property taxes. 
A Peace Officer from the Contractor 's State License Board visited us with her crew to check our property and verify our story. Her name is "" XXXX XXXX '' and her contact number is XXXX,,,, XXXX,,,, XXXX. Email : XXXX. XXXX XXXX has worked on this case and can help if you have any further questions. The court case number is, ( XXXX ). 
... ... ..It would be greatly appreciated if you could assist us in this matter",Debt or credit management
"XXXXFormal Complaint: MOHELA Servicing Errors & Incorrect Credit ReportingXXXXXXXXI am escalating an unresolved issue involving MOHELAs failure to process my payments, inaccurate delinquency/default reporting, and repeated misinformation during my attempts to correct my account.XXXXXXXXSince repayment resumed, I made multiple payments that MOHELA confirmed but never withdrew or applied. XXXXThese include:XXXX  XXXX   Confirmation XXXX XXXX XXXX  Confirmation XXXX XXXX XXXX   Confirmation XXXX XXXX XXXX  Confirmation XXXX XXXXThese failures were caused by MOHELAs EDI processing issues, which did not flag or report any errors during the transactions, leaving me unaware that payments were not being processedXXXXI have spent over 10 hours on the phone with MOHELA (2.5 hours on XXXX. In early and late March, both supervisors told me they were working on bringing the loans back"". During the late March call, we reviewed my bank account and routing numbers together to confirm that all information was correct. I was then transferred to the credit team, who said nothing could be corrected until my loans were in good standing.XXXX XXXX, I called to get a status update because my loans are now in good standing. However, Loans 1 and 5 have still not been returned from XXXX Debt Resolution, because the review team has not made a decision on bringing them back to MOHELA. This Debt Resolution action occurred on XXXX, yet I was never informed of it during any of my prior supervisor level callsXXXXMy loans are marked current, but these two loans remain stuck in review, and my credit score has been damaged due to MOHELAs servicing failures.XXXXI am requesting:XXXX A full review of all attempted payments and confirmation numbersXXXX An explanation for MOHELAs payment processing and EDI failures that never were flagged on their side to notify the customer (me).XXXX Removal of all negative credit reporting caused by these errorsXXXX A clear update on Loans 1 and 5, including where they are at in the process and why no decision has been made since XXXX A pause on any further negative reporting while this is resolved (this should be resolved since I\'m now caught up)XXXXThe harm to my account and credit is the direct result of MOHELAs system failures and delaysXXXXThanks,XXXX XXXX'",Student loan
""" Netspend is withholding a remaining balance of {$4000.00} from my federal tax refund, which was deposited on XX/XX/XXXX XXXX was initially verified and allowed to spend a portion of the funds. My account was then closed for 'failed verification ' without a clear explanation, and my digital access was blocked. '' The Impossible Requirement : "" Netspend representatives have verbally stated they will not release my funds unless they receive an 'indemnity form ' from the IRS XXXX They have explicitly refused to provide this requirement in writing or via email. '' The False Legal Claim : "" Netspend claims this requirement is 'law, ' yet the IRS does not issue private indemnity forms to banks. This creates an impossible requirement that prevents me from accessing my federal funds. '' Financial Hardship : i can not pay ( rent, utilities ) because of this hold.",Prepaid card
I have a prepaid card from chime my account was wipe out of {$4900.00} dollars I explained to them that my account was wipe out and told them some one has wipe out my account they ask me did I authorize anyone to use it and I told them no not at all I told them I clicked on a email that was sent to me about refund of {$19.00} they owe me I told them after I read email my account was wipe out clean they told me they couldn't do a dispute because I gave authorization and I told them no I did not I told them I need that money back in my account soon asap because that's was my XXXX XXXXXXXX XXXX XXXX XXXX  money for Social security administration because she's in need of XXXX of course they told me I'm sorry and they couldn't do anything so I done talk to 6 people all day and I screenshot the email to them and told them it came from your institution and they say no and told them that's you all email you sent me so I been disputing all day someone supposed to be helping but no money has been returned yet now I file a complaint with identitytheft.gov and now I'm going to file a police report.,Prepaid card
"I enrolled in a cybersecurity boot camp program associated with the XXXX XXXX XXXX XXXX XXXX XXXX XXXX ) after being told that the program would prepare me for a successful career in cybersecurity and lead to high-paying job opportunities. During enrollment, the program was marketed as a pathway into the cybersecurity industry, with claims that graduates could obtain entry-level cybersecurity jobs with salaries close to or exceeding {$100000.00} per year. 

Based on those representations, I agreed to take out student loans to attend the program. I believed the program would provide the necessary education, skills, and opportunities to begin a cybersecurity career shortly after completion. 

After completing the program, I discovered that the program was not degree-seeking and that the coursework and credits were not transferable toward a college degree. I also learned that the expectations presented during enrollment were unrealistic. I currently work as a XXXX XXXX XXXX XXXX XXXX XXXX XXXX, and through my real-world experience, I now understand that it would have been impossible to gain the level of advanced cybersecurity skills and experience necessary for many of the jobs discussed during enrollment within the short timeframe of the program. 

Although I earned cybersecurity certifications, I have still been denied cybersecurity positions because employers require actual hands-on industry experience in the field. This was not properly explained during enrollment. The program created the impression that completing the boot camp alone would make graduates highly competitive for cybersecurity roles, when in reality, experience requirements are a major barrier to entering the field. 

I reached out to request information and options regarding my student loans because I believe the program was misleading in the way it represented career outcomes, salary expectations, transferability of credits, and job readiness. I requested information about possible loan cancellation, discharge, or borrower protection options related to the representations made during enrollment. 

I am currently attending XXXX XXXXXXXX XXXX pursuing my XXXX XXXX degree through XXXX XXXX and I am not using private student loans for my current education. My current educational and professional experience has made the differences in transparency, academic value, and realistic career preparation much clearer to me, which further confirmed my concerns regarding the prior program.",Student loan
"I am submitting this complaint regarding UMB XXXX XXXX refusal to make a one-time goodwill correction of a 30-day late payment that was reported to the credit bureaus on an otherwise long-standing, clean account. 

I

have been a UMB customer since approximately 2004 and have maintained an excellent payment history. This late payment was an isolated, honest mistake caused by a breakdown in my statement delivery expectations and account notification safeguards. My account had both paper and digital statements enabled. My understanding was that this provided redundant notification protection. However, I did not receive a usable paper billing statement for the affected cycle, and because I rely on paper statements and do not routinely access digital statements, the payment was unintentionally overlooked. 

Critically, no delinquency outreach occurred before UMB furnished the late payment to the credit bureaus. I received no phone call, email, text, or other warning that the account had become past due before negative reporting occurred.

The moment I became aware of the issue, I immediately brought the account current. There was no ongoing delinquency, no repeated late history, and no intent to avoid payment.

Despite explaining that this was a one-time issue caused by failed statement redundancy expectations and the absence of any pre-reporting notification safeguards, UMB refused to make a goodwill correction stating because I had electronic statements in addition to paper, the error with their paper statements was thus irrelevant and they would NOT adjust their report to the credit agencies.

This single late payment has materially damaged my credit profile despite over two decades of otherwise positive history with the institution.

Requested resolution : I am requesting that UMB perform a one-time goodwill removal of the reported 30-day late payment from all credit bureaus in light of my long customer relationship, immediate cure of the balance, otherwise exceptional history, and the failure of redundant statement expectations and delinquency outreach safeguards.",Credit card
"On XX/XX/2023 at XXXXXXXX XXXX I purchased a "" Vanilla '' prepaid visa gift card at the XXXX XXXX located at this address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX I loaded {$190.00} onto the card. I paid a {$5.00} activation fee. The total cost of the card was {$200.00}. 

When I opened the packaging, I noticed several numbers on the front of the card and the expiration date had been scrapped off. This is despite the fact that the packaging was perfectly and completely sealed ( I'm aware of scams regarding these types of cards and am very careful about selecting a card off the rack. ) The next day I returned to the same XXXX XXXX  location with my receipt and asked for a refund. They informed me that they do not issue refunds for prepaid cards as part of their policy and that my only recourse was to work directly with the issuer of the card. 

I called the number on the back of the card and listened to the automated options. None of the options had anything to do with damaged cards. The only option that sounded like it would actually get me a person on the phone to talk with was the "" lost or stolen card '' option, so I selected that. Within XXXX seconds I was on the phone with someone named "" XXXX. '' I told XXXX the situation and he asked for the serial number on the back of the card. I gave it to him. He confirmed to me that {$190.00} was still loaded onto the card and that he would place a hold on the card. He asked me to take a picture of my driver 's license, my receipt ( front and back ), and the card itself ( front and back ) and email it to : XXXX with the subject line of the email being my case ID, which he provided me with. He said they would look at the information in my email and make a determination within 30 days and that if they judged in my favor I would be sent a replacement card in the mail. 

I did some digging online and found out that this has been an increasingly common occurrence in the past year. At first, I thought it was a scam involving someone coming into the store and meddling with the cards. But when realized that despite the front numbers being scratched off, the funds were loaded onto the card ( as confirmed via the serial number on the back -- which was not scratched ) it didn't make sense that some third party would go to the lengths to do this. And even if they wanted to, the classic scam usually involves taping or gluing another serial number over the original serial number so that the customer unwittingly loads someone else 's card. Such was not the case here. The packaging on my card was not tampered with. My funds were not stolen. They are still on the card. What happened here was a manufacturer defect in the production of the card. But it wasn't simply a case of low ink, there is some sort of white scuff mark ( extra material ) that is over the card itself where the numbers should be. 

I don't know for sure, but it sure would be a great scam if the company were doing this intentionally with a certain number of cards. Most people don't immediately open the cards. They purchase them for a friend or family member well in advance of a birthday or other special occasion. Then the recipient may not open the card for weeks or months. By the time the recipient opens the packaging and discovers the scuffs and lack of numbers, they have no recourse. They can call the number on the back of the card, but they're required to have the receipt. The problem is that the vast majority of consumers will not have the receipt. Even if they were to reach out to the person who bought them the card -- if it's been weeks or months the chances are slim to none that that person ( the original purchaser ) will have the receipt. Based on the number of complaints I've seen in the past year that exactly mirror my experience, it would not surprise me if hundreds of thousands or millions of dollars go unclaimed ( because many people won't even bother ) or unrestored ( because of those who do -- many will not have the receipt. ) It's very difficult to ascribe intent, but there is definitely a pattern here. And Incomm ( the parent company of Vanilla ) stands to gain millions of dollars due to these "" errors. '' I count myself lucky that I held on to the receipt. Many are not so lucky. And most probably don't even bother doing anything once they're told they need a receipt. This has now taken about an hour and a half of my time and I'm more organized and assertive than most. What if it were a teenager who got this as a gift? Or an old person? Or someone who doesn't speak English? How would they have jumped through all the hoops I did? Especially without a receipt?",Prepaid card
"Experian , XXXX, and XXXX have all violated my rights as a consumer under the FCRA 15 USC 605B. They reported unauthorized information on my report. I need these items blocked and removed as soon as possible.",Debt or credit management
"You discriminated against me and did not approve my application requesting to extend credit meaning you failed/never tried to make me a counter offer. Now I'm very aware that the credit score is a factor, but it isn't the determining factor as I'm being told it is. I've submitted an application, pursuant to 12 CFR 1002.2f, to extend my credit to me. This, to my understanding, was to be treated as a consumer credit transaction ( 15 USC 1679a ( 2 ). Being that I am an applicant pursuant to 12 CFR 1002.2 ( E ) I'm requesting an extension of my credit. How can I lawfully be denied extension of my own credit? 12 CFR 1002.2 ( h ) defines Consumer credit as credit EXTENDED to a natural person primarily for personal, family, or household purposes, in this case a car. Fact, this is a violation of 15 USC 1611 being that CAPITAL ONE AUTO FINANCE gave me false information. You are willingly and knowingly denying me extension of my own credit. CAPITAL ONE AUTO FINANCE has DISCRIMINATED against myself with an adverse action. Credit is the right granted to me under law 15 USC 1602 which Congress has set into place to protect the consumer. 15 USC 1681a, 12 CFR 1002.7 denial is an adverse action under congresses definition not mine. Congress not myself explanation of ACTIVITIES CONSTITUTING DISCRIMINATION says it shall be UNLAWFUL FOR ANY CREDITOR TO DISCRIMINATE AGAINST ANY APPLICANTS WITH RESPECT TO ANY ASPECT OF A CREDIT TRANSACTION. 15 USC 1691 the law is clear on this and Congress placed these laws to protect the consumer from Discrimination and unfair banking practices. CAPITAL ONE AUTO FINANCE has continued to be willfully negligent and noncompliant on this matter. Corporation policies do not supersede law. This could lead to criminal liability and civil liability for CAPITAL ONE AUTO FINANCE if chooses not to rectify this matter which is in the best interest of CAPITAL ONE AUTO FINANCE. I being the card holder as defined by 15 USC 1602 have received no benefit from this matter which under 15 USC 1602 ( p ) you have unauthorized use of this card. Adverse Action against a consumer is against the Law according to the Equal credit opportunity Act which is codified in 15 USC 1692 and is pursuant to civil liability under 15 USC 1692k. 
Since the letter you sent me dated XX/XX/2023, is both proof and evidence that I have been discriminated against, you are also criminally liable.",Vehicle loan or lease
"My payment keeps getting reversed. Ive called multiple times XXXX  fix the issue XXXX  gone XXXX  the physical branch XXXX  fix the issue. At the branch ( XXXX, XXXX XXXX, Florida. XXXX : XXXX ) the associate rekeyed my info in for me, XXXX  ensure it was correct. I made a payment after XXXX  it was reversed again. When calling in XXXX  fix the issue, I told the bank, after my loan is paid off, I never want XXXX  bank account or have a loan with them, due XXXX  the lack of support or answers XXXX getting. XXXX  which the representative told me, I should have just bought my car in cash if I didnt want a loan. Then she hung up on me. Ive been calling for XXXX weeks XXXX  made XXXX XXXX XXXX  a branch without resolution. 

Ive not changed my account info. Ive had this loan on auto pay since taking it out. Ive successfully made payments up XXXX  this point. I dont understand what changed XXXX  why this is an issue all of a sudden.",Vehicle loan or lease
"On XX/XX/XXXX, I called USAA regarding my auto loan account # XXXX. A USAA representative reviewed the complete internal account history with me and confirmed the following from USAA 's own records : USAA sent title inquiry letters to both me and the selling dealer in XXXX and XX/XX/XXXX. On XX/XX/XXXX, USAA ran a XXXX inquiry and found no record. On XX/XX/XXXX, USAA received the vehicle title but the title contained XXXX XXXX, which does not match the VIN on my loan ( XXXX ). USAA never notified me of this mismatch and took no corrective action for approximately 2.5 years, continuing to collect {$1400.00} per month throughout.

The representative acknowledged that USAA failed to verify the title VIN against the loan VIN, and that USAA 's handling of the account was deficient. I requested copies of the XXXX and XX/XX/XXXX letters, the mismatched title received XX/XX/XXXX, and the complete internal account notes. USAA did not provide any documents. I was told the call recording requires a subpoena to obtain. As of today, USAA 's own dashboard still shows : "" We do not have your title with USAA 's lien on record. '' No corrective action has been taken in 41 months.",Vehicle loan or lease
"Complaint Regarding Predatory Interest Rate and Request for Loan Cancellation Dear Consumer Financial Protection Bureau, I am writing to express my profound concern and shock regarding the predatory and egregious interest rate that a lender attempted to charge me. The terms of the loan agreement were as follows : Annual Percentage Rate ( APR ) : 690 % Finance Charge : {$870.00} Amount Financed : {$200.00} Total of Payments : {$1000.00} I find these terms to be completely unacceptable, as they demonstrate a blatant disregard for the financial well-being of consumers. Such a high interest rate is not only unethical but also exploitative. 

On XX/XX/XXXX, at approximately XXXX XXXX, the lender extended these terms to me. In response, I promptly sent them a request to cancel my loan at XXXX XXXX  on the same date. As per their agreement terms, my loan should be canceled with no penalties since it has not been funded as of the time of my cancellation request. 

I am filing this complaint with the CFPB to raise awareness of this lender 's predatory practices and to seek assistance in addressing the issue. I also request that the CFPB ensure the loan is canceled without any penalties, as specified in the lender 's agreement. It is crucial to protect other consumers from falling victim to such outrageous terms. 

I look forward to your prompt response and guidance on how to proceed in this matter. 

Concerned, Citizen~ XXXX","Payday loan, title loan, personal loan, or advance loan"
"In XX/XX/XXXX, I made a purchase totaling {$400.00} from XXXX XXXX using XXXX XXXX  in 4, funded by my Barclays credit card. Instead of issuing a refund, the merchant provided store credit. 

When I recently attempted to use the store credit, I discovered that the company had permanently closed in XX/XX/XXXX without providing any formal notice to customers. Until that point, I had no reason to believe the credit would be unusable. 

As a result, I did not receive the goods or services originally paid for. I attempted to contact the merchant, but their support channels were no longer active. I then filed a dispute with Barclays ; however, the claim was denied based on timing. 

This situation qualifies as services not received, as the merchant failed to provide a usable product or service and is no longer operating. I am requesting that Barclays reconsider this dispute under applicable chargeback protections.",Credit card
I enrolled into this program with understanding that after making six months of deposits that I would obtain a loan from XXXX XXXX  in order to settle all of my debts. I would not have signed up for this program unless I could obtain this loan. I called several times during the six months to ensure I was on track. The company is now saying that I may have to 8 or 9 months. This was not the expectation and they are not giving me any other reason. My credit score has signficiantly dropped and the Company is not telling me why I don't qualify. I've heard reasons such as credit scores which makes no sense since they told me my credit would initially drop. They never answer my request for a call-back and I have to call. I'm starting to think XXXX XXXX  doesn't exist and they lied to me in order to get my business.,Debt or credit management
"Working with EdFinancial and StudentAid.gov I have at least XXXX eligible payments from XXXX of XXXX to XXXX of XXXX that they refuse to even list in my count, much less review for eligibility I have continue to submit current forms as well that are being denied because I have to stay in a deferred status while waiting on Department of Ed to process I feel that I should be well past the XXXX payment count for eligible forgiveness and now have only 1 month left in my deferment eligibility and thus will begin to have this negatively affect my credit score.",Student loan
